Cell_ID,true_label,canonical_fold,lzh_pred,wyh_pred,s0_pred,sni_pred,sni_top1,sni_top2,sni_margin,sni_entropy,Region,E/I,Segment,Section_ID,hard_bucket,n_detected,library_size,neuron_or_glial,true_family,sni_correct_on_shared_failure
2707737900112100022,endothelial,2,astrocyte_2,astrocyte_1,astrocyte_2,astrocyte_2,0.9579491668347452,0.039099637068840745,0.9188495297659044,0.19081282796891316,nan,nan,nan,0415_F1_L,True,4.0,4.0,glial_non_neuronal,vascular,False
2707604000109100211,pericyte,4,endothelial,endothelial,MV_in_Sema5b,MV_in_Gm26673,0.5687015710241908,0.1657483505368712,0.40295322048731963,1.5345648426758995,nan,nan,nan,0415_M3_T,True,17.0,19.0,glial_non_neuronal,vascular,False
2656144900058100068,peripheral_glia,4,Schwann_cell,Schwann_cell,Schwann_cell,Schwann_cell,0.9937235975203692,0.006207017453067095,0.9875165800673021,0.03859729738283745,nan,nan,nan,0328_M1_C,True,10.0,44.0,glial_non_neuronal,remaining_glial_non_neuronal,False
2795103300382100107,astrocyte_1,0,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_1,MV_in_Gabra1,0.35851264998639126,0.2604637326483292,0.09804891733806204,2.0408990226045765,nan,nan,nan,0610_M5_S,True,8.0,11.0,glial_non_neuronal,astrocyte,False
2945606900000003404,pericyte,3,microglia,microglia,microglia,microglia,0.9489928983301077,0.021511697486934628,0.9274812008431731,0.27430045881398024,nan,nan,nan,0328_F1_C,True,6.0,7.0,glial_non_neuronal,vascular,False
2707737900101100075,DH_ex_Maf/Slc17a8,1,DH_ex_Maf/Cck,DH_ex_Maf/Cck,DH_ex_Maf/Cck,MV_ex_Syt2,0.9366062046171273,0.03750343776085452,0.8991027668562728,0.31601547161826604,1.0,excitatory,10.0,0415_F1_L,False,34.0,70.0,neuron,neuronal_or_other,False
2707737900007100130,oligodendrocyte_2,0,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,0.8676314302204168,0.1265949315445037,0.741036498675913,0.419506850617049,nan,nan,nan,0415_F1_S,True,7.0,10.0,glial_non_neuronal,oligodendrocyte_opc,False
2795103300182100065,oligodendrocyte_progenitor_1,2,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,0.9291534880440969,0.03967654732988235,0.8894769407142146,0.37886713447668113,nan,nan,nan,0610_M4_C,True,9.0,16.0,glial_non_neuronal,oligodendrocyte_opc,False
2795103300193100190,oligodendrocyte_progenitor_2,3,endothelial,endothelial,endothelial,endothelial,0.9923272152900063,0.00258853430207424,0.989738680987932,0.06101160089221865,nan,nan,nan,0610_M4_L,True,7.0,8.0,glial_non_neuronal,oligodendrocyte_opc,False
2726562700118100166,endothelial,1,astrocyte_1,astrocyte_1,astrocyte_1,astrocyte_1,0.6380230467952164,0.2022937409370982,0.4357293058581182,1.083763231213008,nan,nan,nan,0422_F2_C,True,6.0,9.0,glial_non_neuronal,vascular,False
2796212800627100042,oligodendrocyte_progenitor_2,2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.5831774046609924,0.260901466747547,0.32227593791344544,1.1845252935052302,nan,nan,nan,0613_F4_T,True,6.0,9.0,glial_non_neuronal,oligodendrocyte_opc,True
2707604000038100061,oligodendrocyte_1,4,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.9510539847344954,0.0318203953565399,0.9192335893779555,0.25692055637722155,nan,nan,nan,0415_M3_L,True,8.0,11.0,glial_non_neuronal,oligodendrocyte_opc,False
2787445900090100096,astrocyte_1,1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.7546764389562008,0.2412914238289567,0.5133850151272441,0.5863084285679014,nan,nan,nan,0503_F5_T,True,15.0,33.0,glial_non_neuronal,astrocyte,False
2787445900398100118,pericyte,0,astrocyte_1,astrocyte_1,astrocyte_1,astrocyte_1,0.7361213922129752,0.14745497065914925,0.588666421553826,0.8662907646821775,nan,nan,nan,0503_F4_C,True,14.0,27.0,glial_non_neuronal,vascular,False
2946331700000003596,microglia,0,oligodendrocyte_progenitor_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,0.46375054440208646,0.26701221134925224,0.19673833305283422,1.4173032138610058,nan,nan,nan,0415_F2_C,True,10.0,14.0,glial_non_neuronal,microglia,False
2656144900535100149,astrocyte_2,0,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,0.7465362897336747,0.21345739322103355,0.5330788965126412,0.7923308680958684,nan,nan,nan,0328_M1_L,True,5.0,6.0,glial_non_neuronal,astrocyte,False
2795584800448100083,endothelial,0,astrocyte_1,astrocyte_1,MV_in_Gabra1,astrocyte_1,0.3390077475833726,0.29322986388102035,0.04577788370235225,1.7707463343135041,nan,nan,nan,0610_F4_T,True,10.0,15.0,glial_non_neuronal,vascular,False
2656143800443100175,oligodendrocyte_progenitor_2,4,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,0.6052423466560066,0.24148648386410176,0.36375586279190486,1.2144118124145598,nan,nan,nan,0328_M3_L,True,7.0,7.0,glial_non_neuronal,oligodendrocyte_opc,False
2795103300405100111,oligodendrocyte_progenitor_2,2,astrocyte_2,astrocyte_2,astrocyte_2,oligodendrocyte_progenitor_2,0.5989735959715539,0.2354005591396147,0.3635730368319392,1.106253360404137,nan,nan,nan,0610_M5_L,True,10.0,13.0,glial_non_neuronal,oligodendrocyte_opc,True
2795903600516100151,endothelial,0,astrocyte_1,astrocyte_1,astrocyte_1,astrocyte_1,0.33400205705327235,0.26839649733804916,0.0656055597152232,1.9931835766379007,nan,nan,nan,0613_M5_C,True,13.0,17.0,glial_non_neuronal,vascular,False
2796212801076100088,meninges_2,4,meninges_1,meninges_1,meninges_1,meninges_1,0.88673861203763,0.11277798204049541,0.7739606299971347,0.3568445641555109,nan,nan,nan,0613_F3_C,True,5.0,30.0,glial_non_neuronal,meningeal,False
2707737900049100026,oligodendrocyte_1,4,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.9988695497361519,0.0006533709843954647,0.9982161787517565,0.01001781516105578,nan,nan,nan,0415_F1_L,True,12.0,28.0,glial_non_neuronal,oligodendrocyte_opc,False
2795584800400100402,oligodendrocyte_progenitor_2,1,oligodendrocyte_1,oligodendrocyte_1,DH_ex_Sox5,oligodendrocyte_progenitor_2,0.43569165839095453,0.15853606571533177,0.27715559267562273,1.844738028286413,nan,nan,nan,0610_F4_C,True,6.0,10.0,glial_non_neuronal,oligodendrocyte_opc,True
2707604000054100060,astrocyte_1,3,endothelial,oligodendrocyte_progenitor_2,oligodendrocyte_1,DH_ex_Reln/Nmur2,0.557490779521149,0.30645262675286883,0.2510381527682802,1.226261524632916,nan,nan,nan,0415_M3_L,True,6.0,9.0,glial_non_neuronal,astrocyte,False
2707737900021100149,oligodendrocyte_1,1,endothelial,endothelial,endothelial,astrocyte_1,0.29208612083830754,0.26815823870928424,0.023927882129023303,1.9000560872536894,nan,nan,nan,0415_F1_S,True,6.0,8.0,glial_non_neuronal,oligodendrocyte_opc,False
2656144900190100266,oligodendrocyte_progenitor_2,0,endothelial,astrocyte_1,endothelial,endothelial,0.8699446509854506,0.0694867147572299,0.8004579362282207,0.5013413087293092,nan,nan,nan,0328_M1_C,True,8.0,9.0,glial_non_neuronal,oligodendrocyte_opc,False
2787889600362100215,oligodendrocyte_1,3,astrocyte_1,astrocyte_1,astrocyte_1,oligodendrocyte_1,0.7137812705520309,0.18656045419566247,0.5272208163563684,0.9640269302456375,nan,nan,nan,0503_M5_S,True,6.0,8.0,glial_non_neuronal,oligodendrocyte_opc,True
2795103300063100206,DH_ex_Gpr83,4,DH_ex_Grpr,DH_ex_Grpr,DH_ex_Prkcg/Nts,DH_ex_Prkcg/Nts,0.37759764401041074,0.2825190742211288,0.09507856978928192,1.59370277975046,1.0,excitatory,2.0,0610_M4_S,False,13.0,17.0,neuron,neuronal_or_other,False
2787889600057100125,DH_ex_Maf/Slc17a8,4,DH_ex_Maf/Cck,DH_ex_Maf/Cck,MV_ex_Syt2,oligodendrocyte_precursor_cell,0.3356808879610103,0.3087750476404207,0.026905840320589625,1.5475605358453435,1.0,excitatory,10.0,0503_M5_C,False,17.0,21.0,neuron,neuronal_or_other,False
2796212800418100152,gamma_motoneuron,4,alpha_motoneuron,alpha_motoneuron,alpha_motoneuron,alpha_motoneuron,0.9986339813856016,0.000524394586156793,0.9981095867994447,0.012978286219486736,nan,nan,22.0,0613_F3_S,False,15.0,22.0,glial_non_neuronal,neuronal_or_other,False
2787445900360100208,astrocyte_1,0,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,MV_in_Chrna2,oligodendrocyte_progenitor_2,0.7470045048661784,0.1957763067060266,0.5512281981601518,0.8041105481943233,nan,nan,nan,0503_F4_C,True,25.0,62.0,glial_non_neuronal,astrocyte,False
2787445900698100134,oligodendrocyte_2,0,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.9629908475583953,0.0358444835167905,0.9271463640416048,0.16579586416082384,nan,nan,nan,0503_F3_C,True,13.0,34.0,glial_non_neuronal,oligodendrocyte_opc,False
2787445900660100194,endothelial,2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.9805618452541625,0.005460779216459327,0.9751010660377031,0.14174393383673045,nan,nan,nan,0503_F3_C,True,14.0,18.0,glial_non_neuronal,vascular,False
2787445900095100103,oligodendrocyte_progenitor_2,4,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,0.8820898290370132,0.11608575440530743,0.7660040746317057,0.3751628630637004,nan,nan,nan,0503_F5_C,True,16.0,25.0,glial_non_neuronal,oligodendrocyte_opc,False
2656144900609100174,DH_ex_Prkcg/Nts,3,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Cck,0.8002863815883575,0.1810716194210087,0.6192147621673488,0.5922150369870598,1.0,excitatory,8.0,0328_M2_L,False,17.0,35.0,neuron,neuronal_or_other,False
2707737900120100153,oligodendrocyte_1,3,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.9063372772097278,0.07785792134305476,0.828479355866673,0.3763000034980923,nan,nan,nan,0415_F1_T,True,9.0,13.0,glial_non_neuronal,oligodendrocyte_opc,False
2656144900351100151,endothelial,4,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.7585429588035145,0.1504208543496063,0.6081221044539082,0.8418749530771884,nan,nan,nan,0328_M1_T,True,4.0,4.0,glial_non_neuronal,vascular,False
2795584800449100206,oligodendrocyte_progenitor_2,2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,0.9490243533969525,0.04770444107365543,0.901319912323297,0.21735309226407104,nan,nan,nan,0610_F4_T,True,15.0,27.0,glial_non_neuronal,oligodendrocyte_opc,False
2787889600230100269,oligodendrocyte_1,0,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.9997636698743031,0.00012582392086782913,0.9996378459534353,0.0027125747645614594,nan,nan,nan,0503_M5_T,True,30.0,78.0,glial_non_neuronal,oligodendrocyte_opc,False
2707604700363200032,oligodendrocyte_progenitor_1,3,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,oligodendrocyte_precursor_cell,0.9955631491228794,0.0010480936744352448,0.9945150554484441,0.03736399154670604,nan,nan,nan,0415_M2_C,True,35.0,68.0,glial_non_neuronal,oligodendrocyte_opc,False
2656144900111100164,DH_ex_Prkcg/Nts,2,DH_ex_Tac2,DH_ex_Tac2,DH_ex_Tac2,astrocyte_1,0.4510242653321589,0.26657372461394324,0.18445054071821565,1.6886184949851728,1.0,excitatory,8.0,0328_M1_C,False,7.0,9.0,neuron,neuronal_or_other,False
2656144900590100237,astrocyte_1,3,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.8539129327312306,0.06741100880748252,0.7865019239237481,0.5907637043707369,nan,nan,nan,0328_M1_L,True,8.0,16.0,glial_non_neuronal,astrocyte,False
2795103300098100192,astrocyte_1,1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.9712542573769574,0.0157297270549334,0.955524530322024,0.16952473636748672,nan,nan,nan,0610_M4_S,True,9.0,11.0,glial_non_neuronal,astrocyte,False
2656144300125200083,oligodendrocyte_1,2,endothelial,endothelial,endothelial,endothelial,0.514271410145398,0.1649526287432404,0.3493187814021576,1.6095631777389463,nan,nan,nan,0328_F2_T,True,8.0,11.0,glial_non_neuronal,oligodendrocyte_opc,False
2946331700000021284,DH_ex_Rreb1,2,DH_ex_Maf/Cck,DH_ex_Maf/Cck,DH_ex_Maf/Cck,DH_ex_Maf/Cck,0.6754646608078613,0.1933668182556131,0.4820978425522482,1.1501015664881642,1.0,excitatory,10.0,0415_F2_L,False,12.0,16.0,neuron,neuronal_or_other,False
2795903600268100244,endothelial,4,astrocyte_1,astrocyte_1,astrocyte_1,astrocyte_1,0.8650745000770509,0.06030571190705232,0.8047687881699985,0.677435439374998,nan,nan,nan,0613_M4_L,True,10.0,14.0,glial_non_neuronal,vascular,False
2795584800130100185,gamma_motoneuron,4,beta_motoneuron,beta_motoneuron,beta_motoneuron,alpha_motoneuron,0.6595467672793976,0.311298009954561,0.3482487573248367,0.775474804037712,nan,nan,22.0,0610_F3_L,False,10.0,21.0,glial_non_neuronal,neuronal_or_other,False
2795584800589100202,pericyte,0,astrocyte_1,astrocyte_1,astrocyte_1,astrocyte_1,0.5174316642086191,0.21630387591549205,0.30112778829312703,1.4700899486240286,nan,nan,nan,0610_F5_C,True,6.0,7.0,glial_non_neuronal,vascular,False
2656144900532100019,oligodendrocyte_2,0,microglia,microglia,microglia,microglia,0.40130239088624853,0.20064849575256313,0.2006538951336854,1.7033747710337623,nan,nan,nan,0328_M2_L,True,12.0,15.0,glial_non_neuronal,oligodendrocyte_opc,False
2795903600438100162,DH_ex_Maf/Slc17a8,0,DH_ex_Maf/Cck,DH_ex_Maf/Cck,DH_ex_Maf/Cck,astrocyte_1,0.48389430294130253,0.20340175810864167,0.28049254483266084,1.756945599167453,1.0,excitatory,10.0,0613_M5_C,False,10.0,13.0,neuron,neuronal_or_other,False
2726562700278100055,astrocyte_2,0,astrocyte_1,astrocyte_1,astrocyte_1,astrocyte_1,0.6399346988135388,0.16410102858312337,0.47583367023041545,1.2468931416401605,nan,nan,nan,0422_F2_L,True,8.0,9.0,glial_non_neuronal,astrocyte,False
2796212800792100191,DH_ex_Tac2,1,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Nts,DH_ex_Sox5,DH_ex_Sox5,0.647033799594993,0.19406570162975237,0.4529680979652406,1.264744510045768,1.0,excitatory,8.0,0613_F4_C,False,11.0,15.0,neuron,neuronal_or_other,False
2796212800343100093,oligodendrocyte_1,1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.996996581419496,0.002078543065128478,0.9949180383543675,0.024263789446417456,nan,nan,nan,0613_F5_T,True,12.0,33.0,glial_non_neuronal,oligodendrocyte_opc,False
2795903600169100089,oligodendrocyte_progenitor_2,4,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.43052164978489754,0.1698945001354679,0.2606271496494297,1.773392686587146,nan,nan,nan,0613_M5_L,True,7.0,7.0,glial_non_neuronal,oligodendrocyte_opc,True
2656143800418100063,microglia,2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,0.5735162781515892,0.19808958339575675,0.37542669475583246,1.3420718764565411,nan,nan,nan,0328_M3_L,True,6.0,9.0,glial_non_neuronal,microglia,False
2707737900060100041,oligodendrocyte_1,1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.9998058973154169,0.00011584876823216533,0.9996900485471848,0.0022032718003903076,nan,nan,nan,0415_F1_L,True,12.0,34.0,glial_non_neuronal,oligodendrocyte_opc,False
2656144300188100230,microglia,1,astrocyte_1,astrocyte_1,astrocyte_1,astrocyte_1,0.9221354984527349,0.0504836604208427,0.8716518380318922,0.38177472150048625,nan,nan,nan,0328_F2_L,True,10.0,10.0,glial_non_neuronal,microglia,False
2787889600127100132,alpha_motoneuron,2,beta_motoneuron,beta_motoneuron,beta_motoneuron,alpha_motoneuron,0.9965506920756751,0.0027524772819101143,0.9937982147937651,0.02639056532145056,nan,nan,22.0,0503_M5_C,False,8.0,10.0,glial_non_neuronal,neuronal_or_other,True
2707604800119100064,oligodendrocyte_2,3,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.5934798657674274,0.39540725978643254,0.19807260598099485,0.7495232440513335,nan,nan,nan,0415_M1_L,True,6.0,9.0,glial_non_neuronal,oligodendrocyte_opc,False
2795903600401100209,DH_ex_Maf/Cpne4,0,DH_ex_Maf/Cck,DH_ex_Rreb1,astrocyte_1,DH_ex_Maf/Cck,0.32558011152501753,0.18544982911431676,0.14013028241070077,2.0965009956865144,1.0,excitatory,10.0,0613_M4_T,False,4.0,5.0,neuron,neuronal_or_other,False
2707604700068100176,oligodendrocyte_progenitor_2,0,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.9808974865875566,0.01629705401574298,0.9646004325718136,0.10788581217268396,nan,nan,nan,0415_M3_S,True,5.0,20.0,glial_non_neuronal,oligodendrocyte_opc,True
2796212800816200003,meninges_2,3,meninges_1,meninges_1,meninges_1,meninges_2,0.6424960380640767,0.11510893969047181,0.5273870983736049,1.1835873525324727,nan,nan,nan,0613_F3_C,True,3.0,17.0,glial_non_neuronal,meningeal,True
2795103300445100084,oligodendrocyte_progenitor_2,1,endothelial,endothelial,endothelial,oligodendrocyte_1,0.7274726069804897,0.12556469898724998,0.6019079079932397,1.0201983309546987,nan,nan,nan,0610_M5_L,True,6.0,7.0,glial_non_neuronal,oligodendrocyte_opc,False
2787889600388100127,oligodendrocyte_progenitor_1,2,endothelial,endothelial,endothelial,endothelial,0.5166447131589147,0.1434636734013865,0.3731810397575282,1.6850966655419466,nan,nan,nan,0503_M4_C,True,18.0,27.0,glial_non_neuronal,oligodendrocyte_opc,False
2796212800552100138,astrocyte_1,2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,DH_in_Cdh3,0.3886926939227019,0.37364422758504534,0.015048466337656552,1.6251501841788736,nan,nan,nan,0613_F3_L,True,10.0,12.0,glial_non_neuronal,astrocyte,False
2726543700098100172,oligodendrocyte_precursor_cell,3,oligodendrocyte_1,oligodendrocyte_1,MV_in_Gabra1,MV_in_Gabra1,0.8054305159520797,0.07905054367381031,0.7263799722782693,0.8064908408826652,nan,nan,nan,0422_M3_C,True,7.0,11.0,glial_non_neuronal,oligodendrocyte_opc,False
2795584800421100152,endothelial,3,astrocyte_1,astrocyte_1,astrocyte_1,oligodendrocyte_1,0.40773516462639264,0.2803122417784581,0.12742292284793455,1.3727566227692733,nan,nan,nan,0610_F4_L,True,5.0,8.0,glial_non_neuronal,vascular,False
2787445900434100022,astrocyte_1,0,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_1,astrocyte_1,0.32174501560078644,0.25456104376745475,0.06718397183333169,1.5635855520850668,nan,nan,nan,0503_F4_C,True,6.0,8.0,glial_non_neuronal,astrocyte,True
2787889600414100194,oligodendrocyte_progenitor_2,2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,0.9898340502750201,0.009942319862058815,0.9798917304129613,0.058350335518501335,nan,nan,nan,0503_M4_T,True,7.0,10.0,glial_non_neuronal,oligodendrocyte_opc,False
2707604800080200033,oligodendrocyte_1,2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.9984213105922997,0.0002867874970999553,0.9981345230951997,0.015727254295454723,nan,nan,nan,0415_M1_L,True,21.0,38.0,glial_non_neuronal,oligodendrocyte_opc,False
2787445900327100122,oligodendrocyte_progenitor_2,0,endothelial,endothelial,endothelial,astrocyte_1,0.34888401693476356,0.21857583868048025,0.1303081782542833,1.80422506180648,nan,nan,nan,0503_F4_C,True,14.0,18.0,glial_non_neuronal,oligodendrocyte_opc,False
2787445900681100180,oligodendrocyte_progenitor_2,2,astrocyte_1,oligodendrocyte_1,endothelial,endothelial,0.8810689033384193,0.0696238900327424,0.8114450133056769,0.5368529774506553,nan,nan,nan,0503_F3_L,True,8.0,10.0,glial_non_neuronal,oligodendrocyte_opc,False
2795584800222100100,astrocyte_2,4,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,0.9943924404185696,0.0032448280588983063,0.9911476123596713,0.04207627098510638,nan,nan,nan,0610_F3_C,True,5.0,12.0,glial_non_neuronal,astrocyte,False
