Cell_ID,true_label,canonical_fold,lzh_pred,wyh_pred,s0_pred,lzh_top1,lzh_margin,lzh_entropy,wyh_top1,wyh_margin,wyh_entropy,s0_top1,s0_margin,s0_entropy,Region,E/I,Segment,Section_ID,hard_bucket,n_detected,library_size,neuron_or_glial,true_family,lzh_wyh_agree,lzh_s0_agree,wyh_s0_agree,all_three_agree,all_three_different,n_experts_supporting_s0,rescue_evidence_score,js_s0_lzh,js_s0_wyh,js_lzh_wyh
2795584800222100094,meninges_3,2,meninges_1,meninges_1,meninges_3,0.6569612589693562,0.4956500268688832,1.096678922554731,0.9431865839428388,0.9058777774735655,0.27789147834133476,0.4301957113384719,0.1365805771983628,1.1897190719879853,__MISSING__,__MISSING__,__MISSING__,0610_F3_C,True,3,23.0,glial_non_neuronal,meningeal,True,False,False,False,False,1,-0.7395157758177502,0.19266716120133429,0.37326795966083365,0.12120790633520824
2795584800747100097,endothelial,1,oligodendrocyte_1,oligodendrocyte_1,endothelial,0.5215589041695257,0.24784132579262147,1.1510243693322741,0.8020608565677336,0.6516937954096008,0.617030716761733,0.21440381359253766,0.0995617030688636,2.814468441187046,__MISSING__,__MISSING__,__MISSING__,0610_F5_L,True,7,11.0,glial_non_neuronal,vascular,True,False,False,False,False,1,0.09632209468117459,0.5114448380840821,0.6101066771951007,0.07513550756105211
2656144900166100222,oligodendrocyte_progenitor_2,1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.584179915837005,0.19674074114991374,0.824851394718174,0.5707194586262038,0.14156147178479866,0.6844628041196142,0.65855962655026,0.33730395753958226,0.7564840253177683,__MISSING__,__MISSING__,__MISSING__,0328_M1_C,True,6,19.0,glial_non_neuronal,oligodendrocyte_opc,True,False,False,False,False,1,1.9217235665268733,0.06231046075473258,0.052773473046779866,0.014588934552445348
2946331700000008879,oligodendrocyte_1,0,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.5494295573832302,0.1564510658426675,0.8968012688727042,0.5665580218432424,0.20934066158429826,0.8929396373969003,0.4139742211201267,0.04591940890610363,1.1831858113205873,__MISSING__,__MISSING__,__MISSING__,0415_F2_T,True,6,15.0,glial_non_neuronal,oligodendrocyte_opc,True,False,False,False,False,1,0.9751497958688911,0.05238684721289106,0.04551149091174846,0.0048116011195163885
2946331700000017564,endothelial,1,astrocyte_1,astrocyte_1,endothelial,0.7558004591881415,0.5865453207062358,0.857877726265356,0.6854171040186642,0.3769530415450456,0.6604368131985211,0.47131170334999983,0.12421899606465475,1.4695717184785588,__MISSING__,__MISSING__,__MISSING__,0415_F2_L,True,15,20.0,glial_non_neuronal,vascular,True,False,False,False,False,1,0.11004502723216036,0.18831064016171992,0.13118104192468388,0.04635172039789566
2787445900597100130,oligodendrocyte_1,1,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.7936059537827895,0.6010277335431298,0.5749807239877396,0.6226125631714958,0.2460858731402275,0.6699292576136608,0.3677763750954772,0.0637330881599934,1.4363317662767794,__MISSING__,__MISSING__,__MISSING__,0503_F4_S,True,7,15.0,glial_non_neuronal,oligodendrocyte_opc,True,False,False,False,False,1,0.16032171286036556,0.29772348839035756,0.2342904697055634,0.035095943588191195
2656143800164100063,microglia,0,oligodendrocyte_2,oligodendrocyte_2,microglia,0.5412548498489186,0.26205400233962567,1.2549886020667673,0.794869911606217,0.6408065968180477,0.6695768693684667,0.9058569497214229,0.8630758877217077,0.47779019142685375,__MISSING__,__MISSING__,__MISSING__,0328_M3_T,True,7,9.0,glial_non_neuronal,microglia,True,False,False,False,False,1,2.4092971539700594,0.3936266779868609,0.5854595758903338,0.06715227601861815
2787889600389100137,oligodendrocyte_1,2,oligodendrocyte_progenitor_2,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.659562433208325,0.39500120564479246,0.9044808987276955,0.6982729498426056,0.40114056770639683,0.6418232103633016,0.47137285621072467,0.03290792590372288,1.118254910196137,__MISSING__,__MISSING__,__MISSING__,0503_M4_C,True,8,11.0,glial_non_neuronal,oligodendrocyte_opc,True,False,False,False,False,1,0.12789506802231965,0.06008904539317904,0.07133094063473089,0.030631985222759592
2787445900390100041,DH_ex_Maf/Cpne4,2,DH_ex_Maf/Cck,DH_ex_Maf/Cck,DH_ex_Maf/Cpne4,0.7628206505088646,0.650270610056414,0.7792265263766255,0.9882008444345288,0.9839270638830746,0.07698921029516986,0.21874366134584583,0.03024388183650037,2.362150206242867,1,excitatory,10,0503_F4_T,False,21,35.0,neuron,neuronal_or_other,True,False,False,False,False,1,-1.4939219562262045,0.49530085503537963,0.6600602764354082,0.10159346342047187
2787445900205100076,microglia,4,oligodendrocyte_progenitor_2,oligodendrocyte_1,microglia,0.43128550843190316,0.1775745378205678,1.4430197871405992,0.4655833855867203,0.16075857432618257,1.2120485501200242,0.6350054683889543,0.47690543497149496,1.214282077345044,__MISSING__,__MISSING__,__MISSING__,0503_F5_C,True,14,19.0,glial_non_neuronal,microglia,False,False,False,False,True,1,2.341543179431683,0.2500882701078431,0.21054014922019446,0.0614262384529012
