Cell_ID,true_label,canonical_fold,lzh_pred,wyh_pred,s0_pred,lzh_top1,lzh_margin,lzh_entropy,wyh_top1,wyh_margin,wyh_entropy,s0_top1,s0_margin,s0_entropy,Region,E/I,Segment,Section_ID,hard_bucket,n_detected,library_size,neuron_or_glial,true_family,lzh_wyh_agree,lzh_s0_agree,wyh_s0_agree,all_three_agree,all_three_different,n_experts_supporting_s0,rescue_evidence_score,js_s0_lzh,js_s0_wyh,js_lzh_wyh,group_n1,group_n2,group_n3,lzh_correct,wyh_correct,s0_correct
2796212800399100077,DH_ex_Reln,1,DH_ex_Reln,DH_ex_Reln,DH_ex_Sox5,0.9737265999663208,0.9539498761768691,0.13623460290264872,0.9996196960598445,0.9993042667995602,0.003548678592515035,0.24652771726943049,0.10599527147984486,2.347977463210467,1,excitatory,6,0613_F4_L,False,16,33.0,neuron,neuronal_or_other,True,False,False,False,False,1,-1.8382759705269094,0.6945544420437283,0.714460326222258,0.012015840917708052,False,True,True,True,True,False
2656144900395100204,DH_in_Npy,0,DH_in_Npy,DH_in_Npy,DH_in_Cdh3,0.8807436236134978,0.7614872530269958,0.3654408772267363,0.9999690707214217,0.9999381414428434,0.00035209246882029295,0.3527574834030689,0.12847691629315902,1.9792615636278923,1,inhibitory,4,0328_M2_T,False,12,14.0,neuron,neuronal_or_other,True,False,False,False,False,1,-1.4267390756217813,0.40541823077795947,0.5792247176555355,0.062164966870160085,False,True,True,True,True,False
2787445900361100208,MV_in_Esrrb,0,MV_in_Esrrb,MV_in_Esrrb,MV_in_Gm26673,0.9999999940999997,0.9999999939999997,1.4175252073536734e-07,1.0,1.0,-0.0,0.5397866119471468,0.3725645334672227,1.6147419041092743,4,inhibitory,14,0503_F4_C,False,12,15.0,neuron,neuronal_or_other,True,False,False,False,False,1,-1.1132235982576097,0.7753638675597014,0.7753639298922819,2.950000006277528e-09,False,True,True,True,True,False
2787445900618100070,astrocyte_1,4,oligodendrocyte_progenitor_2,astrocyte_1,astrocyte_2,0.39124741447627637,0.17045022825558204,1.5314169520939758,0.4915177210843824,0.20990123681301925,1.1278180258979413,0.3556282613835211,0.04997915712105039,1.4933267542419784,__MISSING__,__MISSING__,__MISSING__,0503_F3_C,True,7,11.0,glial_non_neuronal,astrocyte,False,False,False,False,True,1,0.9612926133440041,0.07980147826405548,0.10698504300104604,0.10158121919516065,False,False,True,False,True,False
2796212800922100073,DH_ex_Prkcg/Rxfp1,4,DH_ex_Prkcg/Rxfp1,DH_ex_Prkcg/Rxfp1,DM_ex_Zfhx3,0.9024448284866557,0.8062881589416536,0.3270028789308882,0.9671348405248492,0.934515354035011,0.14601245791538048,0.16556572087156274,0.015015651894066284,2.6184064663710656,1,excitatory,6,0613_F4_C,False,10,18.0,neuron,neuronal_or_other,True,False,False,False,False,1,-1.721385522563561,0.7343564494160083,0.7516387542408465,0.01294639589230008,False,True,True,True,True,False
2707737900021100138,oligodendrocyte_progenitor_2,0,oligodendrocyte_1,oligodendrocyte_progenitor_2,oligodendrocyte_1,0.5262523774627507,0.13223150478670725,1.033897051530645,0.5004682960655583,0.024861074842992326,0.8074199046838137,0.487579262556991,0.12568384923449516,1.3065189122251497,__MISSING__,__MISSING__,__MISSING__,0415_F1_S,True,7,11.0,glial_non_neuronal,oligodendrocyte_opc,False,True,False,False,False,2,1.6267027917511352,0.020152363502129865,0.05239134334106084,0.022887525544389553,False,False,True,False,True,False
2656143800468100060,DH_ex_Reln/Nmur2,3,DH_ex_Reln/Nmur2,DH_ex_Reln/Nmur2,DH_in_Cdh3,0.8936751272169142,0.7873502602338289,0.3387620573941111,0.8595025824808609,0.7190051649617217,0.4058654156035169,0.18142574316066915,0.0018325347835550232,2.528632175835896,1,excitatory,3,0328_M3_L,False,8,9.0,neuron,neuronal_or_other,True,False,False,False,False,1,-1.2997398995992158,0.9660084292862184,0.9654592453195057,0.0019521669630489056,False,True,True,True,True,False
2707737900112100022,endothelial,2,astrocyte_2,astrocyte_1,astrocyte_2,0.47627618777356995,0.15586956908937816,1.2555083090571775,0.6041715483820196,0.355542545030701,1.0696041257599391,0.6307291225016376,0.42725465834451204,1.377009845129465,__MISSING__,__MISSING__,__MISSING__,0415_F1_L,True,4,4.0,glial_non_neuronal,vascular,False,True,False,False,False,2,1.8431364479783532,0.08004163284344758,0.33169462612251416,0.15397576311586939,True,False,False,False,False,False
2795903600518100067,DH_ex_Grp,3,DH_ex_Grp,DH_ex_Grp,DH_ex_Cpne4,0.7719830602084226,0.6141679721934429,0.6776454474219349,0.9524752913549343,0.9065328846623191,0.19810060847464694,0.3227216992258588,0.24384667974823143,2.681667425943446,1,excitatory,6,0613_M5_C,False,5,6.0,neuron,neuronal_or_other,True,False,False,False,False,1,-0.6275164159292075,0.7184086629461076,0.7838310302252202,0.08196555537578765,False,True,True,True,True,False
2707604000109100211,pericyte,4,endothelial,endothelial,MV_in_Sema5b,0.7805649063365333,0.7221545923192801,0.9449927084224812,0.7971894407553386,0.6851185409500471,0.7075939320238114,0.3026466876804067,0.15790682296061537,2.2273701582590952,__MISSING__,__MISSING__,__MISSING__,0415_M3_T,True,17,19.0,glial_non_neuronal,vascular,True,False,False,False,False,1,-0.6421657997699043,0.6124848810324265,0.614418704969575,0.04369008935107178,True,False,False,False,False,False
2656144900058100068,peripheral_glia,4,Schwann_cell,Schwann_cell,Schwann_cell,0.8610471218013843,0.8212111434027617,0.6748091264307208,0.8063359112573193,0.6133803824593934,0.49693772785617896,0.8358491225755945,0.6723945780925917,0.45245196584575614,__MISSING__,__MISSING__,__MISSING__,0328_M1_C,True,10,44.0,glial_non_neuronal,remaining_glial_non_neuronal,True,True,True,True,False,3,0.8840377818856677,0.07678418770619559,0.0012118879749254483,0.0874483932491959,True,False,False,False,False,False
2707604700365100052,DH_ex_Grp,1,DH_ex_Grp,DH_ex_Grp,DH_in_Cdh3,0.7465206075507991,0.511754737862409,0.6456483449931693,0.9759744287163596,0.9534884885974676,0.11903670437733642,0.3159045078373163,0.21063988132608014,2.429328699176002,1,excitatory,6,0415_M2_C,False,37,114.0,neuron,neuronal_or_other,True,False,False,False,False,1,-0.638120321049881,0.7837240995935482,0.8156118844964102,0.09142265840047499,False,True,True,True,True,False
