Cell_ID,true_label,canonical_fold,lzh_pred,wyh_pred,s0_pred,sni_pred,sni_top1,sni_top2,sni_margin,sni_entropy,Region,E/I,Segment,Section_ID,hard_bucket,n_detected,library_size,neuron_or_glial,true_family
2796212800627100042,oligodendrocyte_progenitor_2,2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.5831774046609924,0.260901466747547,0.32227593791344544,1.1845252935052302,nan,nan,nan,0613_F4_T,True,6.0,9.0,glial_non_neuronal,oligodendrocyte_opc
2795103300405100111,oligodendrocyte_progenitor_2,2,astrocyte_2,astrocyte_2,astrocyte_2,oligodendrocyte_progenitor_2,0.5989735959715539,0.2354005591396147,0.3635730368319392,1.106253360404137,nan,nan,nan,0610_M5_L,True,10.0,13.0,glial_non_neuronal,oligodendrocyte_opc
2795584800400100402,oligodendrocyte_progenitor_2,1,oligodendrocyte_1,oligodendrocyte_1,DH_ex_Sox5,oligodendrocyte_progenitor_2,0.43569165839095453,0.15853606571533177,0.27715559267562273,1.844738028286413,nan,nan,nan,0610_F4_C,True,6.0,10.0,glial_non_neuronal,oligodendrocyte_opc
2787889600362100215,oligodendrocyte_1,3,astrocyte_1,astrocyte_1,astrocyte_1,oligodendrocyte_1,0.7137812705520309,0.18656045419566247,0.5272208163563684,0.9640269302456375,nan,nan,nan,0503_M5_S,True,6.0,8.0,glial_non_neuronal,oligodendrocyte_opc
2795903600169100089,oligodendrocyte_progenitor_2,4,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.43052164978489754,0.1698945001354679,0.2606271496494297,1.773392686587146,nan,nan,nan,0613_M5_L,True,7.0,7.0,glial_non_neuronal,oligodendrocyte_opc
2787889600127100132,alpha_motoneuron,2,beta_motoneuron,beta_motoneuron,beta_motoneuron,alpha_motoneuron,0.9965506920756751,0.0027524772819101143,0.9937982147937651,0.02639056532145056,nan,nan,22.0,0503_M5_C,False,8.0,10.0,glial_non_neuronal,neuronal_or_other
2707604700068100176,oligodendrocyte_progenitor_2,0,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.9808974865875566,0.01629705401574298,0.9646004325718136,0.10788581217268396,nan,nan,nan,0415_M3_S,True,5.0,20.0,glial_non_neuronal,oligodendrocyte_opc
2796212800816200003,meninges_2,3,meninges_1,meninges_1,meninges_1,meninges_2,0.6424960380640767,0.11510893969047181,0.5273870983736049,1.1835873525324727,nan,nan,nan,0613_F3_C,True,3.0,17.0,glial_non_neuronal,meningeal
2787445900434100022,astrocyte_1,0,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_1,astrocyte_1,0.32174501560078644,0.25456104376745475,0.06718397183333169,1.5635855520850668,nan,nan,nan,0503_F4_C,True,6.0,8.0,glial_non_neuronal,astrocyte
2795903600302100045,meninges_3,2,meninges_2,meninges_1,meninges_2,meninges_3,0.9869198677487819,0.010002534076499047,0.9769173336722828,0.07942254002037034,nan,nan,nan,0613_M5_T,True,3.0,39.0,glial_non_neuronal,meningeal
2787445900617100074,oligodendrocyte_progenitor_2,4,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.9079977697929478,0.09181407381596562,0.8161836959769821,0.30900939158077634,nan,nan,nan,0503_F3_C,True,13.0,29.0,glial_non_neuronal,oligodendrocyte_opc
2796212800822100176,oligodendrocyte_1,0,oligodendrocyte_precursor_cell,oligodendrocyte_progenitor_2,oligodendrocyte_precursor_cell,oligodendrocyte_1,0.5188885618187087,0.19088311361169105,0.3280054482070176,1.3576504281911317,nan,nan,nan,0613_F4_C,True,8.0,23.0,glial_non_neuronal,oligodendrocyte_opc
2707604800406100019,oligodendrocyte_progenitor_2,4,oligodendrocyte_2,oligodendrocyte_2,astrocyte_2,oligodendrocyte_progenitor_2,0.5839160098720547,0.3838315721419557,0.20008443773009904,0.8416877203710509,nan,nan,nan,0415_M1_C,True,19.0,26.0,glial_non_neuronal,oligodendrocyte_opc
2707604800240100095,oligodendrocyte_progenitor_2,3,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.5915051542421944,0.36192112697981743,0.22958402726237698,0.8556552566194516,nan,nan,nan,0415_M1_T,True,6.0,14.0,glial_non_neuronal,oligodendrocyte_opc
2787445900396100255,astrocyte_1,3,endothelial,endothelial,beta_motoneuron,astrocyte_1,0.7940682337393709,0.08742949364261407,0.7066387400967568,0.8947141134343874,nan,nan,nan,0503_F4_C,True,7.0,8.0,glial_non_neuronal,astrocyte
2787445900130100046,oligodendrocyte_progenitor_2,2,meninges_1,meninges_1,meninges_2,oligodendrocyte_progenitor_2,0.9486857825093779,0.030141407042608908,0.9185443754667689,0.27029489518723615,nan,nan,nan,0503_F5_C,True,13.0,65.0,glial_non_neuronal,oligodendrocyte_opc
2707604000110100036,DH_ex_Prkcg/Nts,4,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Cck,DH_ex_Prkcg/Nts,0.5974476526219508,0.3256396287186234,0.27180802390332737,0.9069776598831567,1.0,excitatory,8.0,0415_M3_T,False,21.0,53.0,neuron,neuronal_or_other
2796212800388100154,oligodendrocyte_progenitor_2,1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.9876404751100669,0.006033621523961786,0.9816068535861051,0.08706817591946932,nan,nan,nan,0613_F3_S,True,11.0,25.0,glial_non_neuronal,oligodendrocyte_opc
2787889600097100013,oligodendrocyte_progenitor_2,1,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.6604746768114166,0.3328607497562112,0.32761392705520537,0.683508206882298,nan,nan,nan,0503_M5_C,True,11.0,16.0,glial_non_neuronal,oligodendrocyte_opc
2795584800457100131,astrocyte_1,4,endothelial,endothelial,endothelial,astrocyte_1,0.2796429270109939,0.2325484778501608,0.04709444916083311,1.8585406805293736,nan,nan,nan,0610_F4_L,True,14.0,22.0,glial_non_neuronal,astrocyte
2795584800385100149,oligodendrocyte_progenitor_2,3,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.9479724336624284,0.05090195711200177,0.8970704765504267,0.21243042991563066,nan,nan,nan,0610_F4_L,True,5.0,19.0,glial_non_neuronal,oligodendrocyte_opc
2795903600212200113,oligodendrocyte_progenitor_2,4,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.36747417188039766,0.24555639620473718,0.12191777567566048,2.175378970131274,nan,nan,nan,0613_M4_S,True,10.0,14.0,glial_non_neuronal,oligodendrocyte_opc
2796212800585100050,oligodendrocyte_progenitor_2,3,oligodendrocyte_1,oligodendrocyte_1,meninges_3,oligodendrocyte_progenitor_2,0.7703203073642106,0.11497140420968681,0.6553489031545239,0.7393573334326481,nan,nan,nan,0613_F3_L,True,4.0,23.0,glial_non_neuronal,oligodendrocyte_opc
2795903600243100183,oligodendrocyte_progenitor_2,4,astrocyte_1,astrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.6071519774622623,0.19751950523481568,0.4096324722274467,1.377130335473324,nan,nan,nan,0613_M4_L,True,6.0,9.0,glial_non_neuronal,oligodendrocyte_opc
2707604700225200059,oligodendrocyte_progenitor_2,4,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.877935190732635,0.06239113749043633,0.8155440532421987,0.5562446259474734,nan,nan,nan,0415_M2_T,True,11.0,20.0,glial_non_neuronal,oligodendrocyte_opc
2656144900140100117,oligodendrocyte_progenitor_2,3,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.9726511384164469,0.018415504447352172,0.9542356339690947,0.16001457422196622,nan,nan,nan,0328_M1_C,True,8.0,27.0,glial_non_neuronal,oligodendrocyte_opc
2795903600057100037,alpha_motoneuron,3,beta_motoneuron,beta_motoneuron,beta_motoneuron,alpha_motoneuron,0.8580113781130244,0.14135190940549908,0.7166594687075254,0.41371444807338664,nan,nan,22.0,0613_M5_S,False,1.0,1.0,glial_non_neuronal,neuronal_or_other
2707737900144100133,oligodendrocyte_progenitor_2,3,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_2,oligodendrocyte_progenitor_2,0.7681504902088029,0.23146414214139277,0.5366863480674101,0.5454127921176908,nan,nan,nan,0415_F1_T,True,25.0,43.0,glial_non_neuronal,oligodendrocyte_opc
2726544600431100024,MV_in_Gm26673,4,MV_in_Chrna2,MV_in_Chrna2,MV_in_Chrna2,MV_in_Gm26673,0.7617511260659752,0.23101069415052639,0.5307404319154487,0.5970361838409688,4.0,inhibitory,19.0,0422_F1_L,False,14.0,30.0,neuron,neuronal_or_other
2795584800081100241,oligodendrocyte_progenitor_2,2,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_1,oligodendrocyte_progenitor_2,0.9799451670075261,0.012981162286617406,0.9669640047209087,0.12497152990048987,nan,nan,nan,0610_F3_C,True,3.0,13.0,glial_non_neuronal,oligodendrocyte_opc
